Index,True Label,Extracted
351,heart activity,
352,heart activity,
353,heart activity,
354,heart activity,
355,heart activity,
356,heart activity,
357,heart activity,
358,heart activity,
359,heart activity,
360,heart activity,
361,heart activity,
362,heart activity,
363,heart activity,
364,heart activity,
365,heart activity,
366,heart activity,
367,heart activity,
368,heart activity,
369,heart activity,
370,heart activity,
371,heart activity,
372,heart activity,
373,heart activity,
374,heart activity,
375,,
376,,
377,,
378,,
379,,
380,,
381,,
382,,
383,,
384,,
385,,
386,,
387,,
388,,
389,,
390,,
391,,
392,,
393,,
394,,
395,,
396,,
397,,
398,,
399,,
400,,
401,,
402,,
403,,
404,,
405,,
406,,
407,,
408,,
409,,
410,,
411,,
412,,
413,,
414,,
415,,
416,,
417,,
418,,
419,,
420,,
421,,
422,,
423,,
424,,
425,,
426,,
427,,
428,,
429,,
430,,
431,,
432,,
433,,
434,,
435,,
436,,
437,,
438,,
439,,
440,,
441,,
442,,
443,,
444,,
445,,
446,,
447,,
448,,
449,,
450,,
451,,
452,,
453,,
454,,
455,,
456,,
457,,
458,,
459,,
460,,
461,,
462,,
463,,
464,,
465,,
466,,
467,,
468,,
469,,
470,,
471,,
472,,
473,,
474,,
475,,
476,,
477,,
478,,
479,,
480,,
481,,
482,,
483,,
484,,
485,,
486,,
487,,
488,,
489,,
490,,
491,,
492,,
493,,
494,,
495,,
496,,
497,,
498,,
499,,
500,,
501,,
502,,
503,,
504,,
505,,
506,,
507,,
508,,
509,,
510,,
511,,
512,,
513,,
514,,
515,,
516,,
517,,
518,,
519,stomach,
520,stomach,
521,stomach,
522,stomach,
523,stomach,
524,stomach,
525,stomach,
526,stomach,
527,stomach,
528,stomach,
529,stomach,
530,stomach,
531,stomach,
532,stomach,
533,stomach,
534,stomach,
535,stomach,
536,stomach,
537,stomach,
538,stomach,
539,stomach,
540,stomach,
541,stomach,
542,stomach,
543,stomach,
544,stomach,
545,stomach,
546,stomach,
547,stomach,
548,stomach,
549,,
550,,
551,,
552,,
553,,
554,,
555,,
556,,
557,,
558,,
559,,
560,,
561,,
562,,
563,,
564,,
565,,
566,,
567,,
568,,
569,,
570,,
571,,
572,,
573,,
574,,
575,,
576,,
577,,
578,,
579,,
580,,
581,,
582,,
583,,
584,,
585,,
586,,
587,,
588,,
589,,
590,,
591,,
592,,
593,,
594,,
595,,
596,,
597,,
598,,
599,,
600,,
601,,
602,,
603,,
604,,
605,,
606,,
607,,
608,,
609,,
610,,
611,,
612,,
613,,
614,,
615,,
616,,
617,,
618,,
619,,
620,,
621,,
622,,
623,,
624,,
625,,
626,,
627,,
628,,
629,,
630,,
631,,
632,,
633,,
634,,
635,,
636,,
637,,
638,,
639,,
640,,
641,,
642,,
643,,
644,,
645,,
646,,
647,,
648,,
649,,
650,4 chambers heart,
651,4 chambers heart,
652,4 chambers heart,
653,4 chambers heart,
654,4 chambers heart,
655,4 chambers heart,
656,4 chambers heart,
657,4 chambers heart,
658,4 chambers heart,
659,4 chambers heart,
660,4 chambers heart,
661,4 chambers heart,
662,4 chambers heart,
663,4 chambers heart,
664,4 chambers heart,
665,4 chambers heart,
666,4 chambers heart,
667,4 chambers heart,
668,4 chambers heart,
669,4 chambers heart,
670,4 chambers heart,
671,4 chambers heart,
672,4 chambers heart,
673,4 chambers heart,
674,4 chambers heart,
675,4 chambers heart,
676,4 chambers heart,
677,4 chambers heart,
678,4 chambers heart,
679,4 chambers heart,
680,,
681,,
682,,
683,,
684,,
685,,
686,,
687,,
688,,
689,,
690,,
691,,
692,,
693,,
694,,
695,,
696,,
697,,
698,,
699,,
700,,
701,,
702,,
703,,
704,,
705,,
706,,
707,,
708,,
709,,
710,,
711,,
712,,
713,,
714,,
715,,
716,,
717,,
718,,
719,,
720,,
721,,
722,,
723,,
724,,
725,4 chambers heart,
726,4 chambers heart,
727,4 chambers heart,
728,4 chambers heart,
729,4 chambers heart,
730,4 chambers heart,
731,4 chambers heart,
732,4 chambers heart,
733,4 chambers heart,
734,4 chambers heart,
735,4 chambers heart,
736,4 chambers heart,
737,4 chambers heart,
738,4 chambers heart,
739,4 chambers heart,
740,4 chambers heart,
741,4 chambers heart,
742,4 chambers heart,
743,4 chambers heart,
744,4 chambers heart,
745,4 chambers heart,
746,4 chambers heart,
747,4 chambers heart,
748,4 chambers heart,
749,three vessels view,
750,three vessels view,
751,three vessels view,
752,three vessels view,
753,three vessels view,
754,three vessels view,
755,three vessels view,
756,three vessels view,
757,three vessels view,
758,three vessels view,
759,three vessels view,
760,three vessels view,
761,three vessels view,
762,three vessels view,
763,three vessels view,
764,three vessels view,
765,three vessels view,
766,three vessels view,
767,three vessels view,
768,three vessels view,
769,three vessels view,
770,three vessels view,
771,three vessels view,
772,three vessels view,
773,three vessels view,
774,three vessels view,
775,three vessels view,
776,three vessels view,
777,three vessels view,
778,three vessels view,
779,,
780,,
781,,
782,three vessels view,
783,three vessels view,
784,three vessels view,
785,three vessels view,
786,three vessels view,
787,three vessels view,
788,three vessels view,
789,three vessels view,
790,three vessels view,
791,three vessels view,
792,three vessels view,
793,three vessels view,
794,three vessels view,
795,three vessels view,
796,three vessels view,
797,three vessels view,
798,three vessels view,
799,three vessels view,
800,three vessels view,
801,three vessels view,
802,three vessels view,
803,three vessels view,
804,three vessels view,
805,three vessels view,
806,three vessels view,
807,three vessels view,
808,three vessels view,
809,three vessels view,
810,three vessels view,
811,three vessels view,
812,,
813,,
814,,
815,,
816,,
817,,
818,,
819,,
820,,
821,,
822,,
823,,
824,,
825,,
826,,
827,,
828,,
829,,
830,,
831,,
832,,
833,,
834,,
835,,
836,,
837,,
838,,
839,,
840,,
841,,
842,,
843,,
844,,
845,,
846,,
847,,
848,,
849,,
850,,
851,,
852,,
853,,
854,,
855,,
856,,
857,,
858,,
859,,
860,,
861,,
862,,
863,,
864,,
865,,
866,,
867,,
868,,
869,,
870,,
871,,
872,,
873,,
874,,
875,,
876,,
877,,
878,,
879,,
880,,
881,,
882,,
883,,
884,,
885,,
886,,
887,,
888,,
889,,
890,,
891,,
892,,
893,,
894,,
895,,
896,,
897,,
898,,
899,,
900,,
901,,
902,,
903,,
904,,
905,,
906,,
907,,
908,,
909,,
910,,
911,,
912,,
913,,
914,,
915,,
916,,
917,,
918,,
919,,
920,,
921,,
922,,
923,,
924,,
925,,
926,,
927,,
928,,
929,,
930,,
931,,
932,,
933,,
934,,
935,,
936,,
937,,
938,,
939,,
940,,
941,,
942,,
943,,
944,,
945,,
946,,
947,,
948,,
949,,
950,,
951,,
952,,
953,,
954,,
955,,
956,,
957,,
958,,
959,,
960,,
961,,
962,,
963,,
964,,
965,,
966,,
967,,
968,,
969,,
970,,
971,,
972,,
973,,
974,,
975,,
976,,
977,,
978,,
979,,
980,,
981,,
982,,
983,,
984,,
985,,
986,,
987,,
988,,
989,,
990,,
991,,
992,,
993,,
994,,
995,,
996,,
997,,
998,,
999,,
1000,,
1001,,
1002,,
1003,,
1004,,
1005,,
1006,,
1007,,
1008,,
1009,,
1010,,
1011,,
1012,,
1013,,
1014,,
1015,,
1016,,
1017,,
1018,,
1019,,
1020,,
1021,,
1022,,
1023,,
1024,,
1025,,
1026,,
1027,,
1028,,
1029,,
1030,,
1031,,
1032,,
1033,,
1034,,
1035,,
1036,,
1037,,
1038,,
1039,,
1040,4 chambers with doppler,
1041,4 chambers with doppler,
1042,4 chambers with doppler,
1043,4 chambers with doppler,
1044,4 chambers with doppler,
1045,4 chambers with doppler,
1046,4 chambers with doppler,
1047,4 chambers with doppler,
1048,4 chambers with doppler,
1049,4 chambers with doppler,
1050,4 chambers with doppler,
1051,4 chambers with doppler,
1052,4 chambers with doppler,
1053,4 chambers with doppler,
1054,4 chambers with doppler,
1055,4 chambers with doppler,
1056,4 chambers with doppler,
1057,4 chambers with doppler,
1058,4 chambers with doppler,
1059,4 chambers with doppler,
1060,4 chambers with doppler,
1061,4 chambers with doppler,
1062,4 chambers with doppler,
1063,4 chambers with doppler,
1064,4 chambers with doppler,
1065,4 chambers with doppler,
1066,4 chambers with doppler,
1067,4 chambers with doppler,
1068,4 chambers with doppler,
1069,4 chambers with doppler,
1070,,
1071,,
1072,,
1073,,
1074,,
1075,,
1076,,
1077,,
1078,,
1079,,
1080,,
1081,,
1082,,
1083,,
1084,,
1085,,
1086,,
1087,,
1088,,
1089,,
1090,,
1091,,
1092,,
1093,,
1094,,
1095,,
1096,,
1097,,
1098,,
1099,,
1100,,
1101,,
1102,,
1103,,
1104,,
1105,,
1106,,
1107,,
1108,,
1109,,
1110,,
1111,,
1112,,
1113,,
1114,,
1115,,
1116,,
1117,,
1118,right outflow tract,
1119,right outflow tract,
1120,right outflow tract,
1121,right outflow tract,
1122,right outflow tract,
1123,right outflow tract,
1124,right outflow tract,
1125,right outflow tract,
1126,right outflow tract,
1127,right outflow tract,
1128,right outflow tract,
1129,right outflow tract,
1130,right outflow tract,
1131,right outflow tract,
1132,right outflow tract,
1133,right outflow tract,
1134,right outflow tract,
1135,right outflow tract,
1136,right outflow tract,
1137,right outflow tract,
1138,right outflow tract,
1139,right outflow tract,
1140,right outflow tract,
1141,right outflow tract,
1142,right outflow tract,
1143,right outflow tract,
1144,right outflow tract,
1145,right outflow tract,
1146,right outflow tract,
1147,right outflow tract,
1148,,
1149,,
1150,,
1151,,
1152,,
1153,,
1154,,
1155,,
1156,,
1157,,
1158,,
1159,,
1160,,
1161,,
1162,,
1163,,
1164,,
1165,,
1166,,
1167,,
1168,,
1169,,
1170,,
1171,,
1172,,
1173,,
1174,,
1175,,
1176,,
1177,,
1178,,
1179,,
1180,,
1181,,
1182,,
1183,,
1184,,
1185,,
1186,,
1187,,
1188,,
1189,,
1190,,
1191,,
1192,,
1193,,
1194,,
1195,,
1196,,
1197,,
1198,,
1199,,
1200,,
1201,,
1202,,
1203,,
1204,,
1205,,
1206,,
1207,,
1208,,
1209,,
1210,,
1211,,
1212,,
1213,,
1214,,
1215,,
1216,,
1217,,
1218,,
1219,,
1220,,
1221,,
1222,,
1223,,
1224,,
1225,,
1226,,
1227,,
1228,,
1229,,
1230,,
1231,,
1232,,
1233,,
1234,,
1235,,
1236,,
1237,,
1238,,
1239,,
1240,,
1241,,
1242,,
1243,,
1244,,
1245,,
1246,,
1247,,
1248,,
1249,,
1250,,
1251,,
1252,,
1253,,
1254,,
1255,,
1256,,
1257,,
1258,,
1259,,
1260,,
1261,,
1262,,
1263,,
1264,,
1265,,
1266,,
1267,,
1268,,
1269,,
1270,,
1271,,
1272,,
1273,,
1274,,
1275,,
1276,,
1277,,
1278,,
1279,,
1280,,
1281,,
1282,,
1283,,
1284,,
1285,,
1286,,
1287,,
1288,,
1289,,
1290,,
1291,,
1292,,
1293,,
1294,,
1295,,
1296,,
1297,,
1298,,
1299,,
1300,,
1301,,
1302,,
1303,,
1304,,
1305,,
1306,,
1307,,
1308,,
1309,,
1310,,
1311,,
1312,,
1313,,
1314,,
1315,,
1316,,
1317,,
1318,,
1319,,
1320,,
1321,,
1322,,
1323,,
1324,,
1325,,
1326,three vessels view with doppler,
1327,three vessels view with doppler,
1328,three vessels view with doppler,
1329,three vessels view with doppler,
1330,three vessels view with doppler,
1331,three vessels view with doppler,
1332,three vessels view with doppler,
1333,three vessels view with doppler,
1334,three vessels view with doppler,
1335,three vessels view with doppler,
1336,three vessels view with doppler,
1337,three vessels view with doppler,
1338,three vessels view with doppler,
1339,three vessels view with doppler,
1340,three vessels view with doppler,
1341,three vessels view with doppler,
1342,three vessels view with doppler,
1343,three vessels view with doppler,
1344,three vessels view with doppler,
1345,three vessels view with doppler,
1346,three vessels view with doppler,
1347,three vessels view with doppler,
1348,three vessels view with doppler,
1349,three vessels view with doppler,
1350,three vessels view with doppler,
1351,three vessels view with doppler,
1352,three vessels view with doppler,
1353,three vessels view with doppler,
1354,three vessels view with doppler,
1355,three vessels view with doppler,
1356,,
1357,,
1358,,
1359,,
1360,,
1361,,
1362,,
1363,,
1364,,
1365,,
1366,,
1367,,
1368,,
1369,,
1370,,
1371,,
1372,,
1373,,
1374,,
1375,,
1376,,
1377,,
1378,,
1379,,
1380,,
1381,,
1382,,
1383,,
1384,,
1385,,
1386,,
1387,,
1388,,
1389,,
1390,,
1391,,
1392,,
1393,,
1394,,
1395,,
1396,,
1397,,
1398,,
1399,,
1400,,
1401,,
1402,,
1403,,
1404,,
1405,,
1406,,
1407,,
1408,,
1409,,
1410,,
1411,,
1412,,
1413,,
1414,,
1415,,
1416,,
1417,,
1418,left outflow tract,
1419,left outflow tract,
1420,left outflow tract,
1421,left outflow tract,
1422,left outflow tract,
1423,left outflow tract,
1424,left outflow tract,
1425,left outflow tract,
1426,left outflow tract,
1427,left outflow tract,
1428,left outflow tract,
1429,left outflow tract,
1430,left outflow tract,
1431,left outflow tract,
1432,left outflow tract,
1433,left outflow tract,
1434,left outflow tract,
1435,left outflow tract,
1436,left outflow tract,
1437,left outflow tract,
1438,left outflow tract,
1439,left outflow tract,
1440,left outflow tract,
1441,left outflow tract,
1442,left outflow tract,
1443,left outflow tract,
1444,left outflow tract,
1445,left outflow tract,
1446,left outflow tract,
1447,left outflow tract,
1448,,
1449,,
1450,,
1451,,
1452,,
1453,,
1454,,
1455,,
1456,,
1457,,
1458,,
1459,,
1460,,
1461,,
1462,,
1463,,
1464,,
1465,,
1466,,
1467,,
1468,,
1469,,
1470,,
1471,,
1472,,
1473,,
1474,,
1475,,
1476,,
1477,,
1478,,
1479,,
1480,,
1481,,
1482,,
1483,,
1484,,
1485,,
1486,,
1487,,
1488,,
1489,left outflow tract with doppler,
1490,left outflow tract with doppler,
1491,left outflow tract with doppler,
1492,left outflow tract with doppler,
1493,left outflow tract with doppler,
1494,left outflow tract with doppler,
1495,left outflow tract with doppler,
1496,left outflow tract with doppler,
1497,left outflow tract with doppler,
1498,left outflow tract with doppler,
1499,left outflow tract with doppler,
1500,left outflow tract with doppler,
1501,left outflow tract with doppler,
1502,left outflow tract with doppler,
1503,left outflow tract with doppler,
1504,left outflow tract with doppler,
1505,left outflow tract with doppler,
1506,left outflow tract with doppler,
1507,left outflow tract with doppler,
1508,left outflow tract with doppler,
1509,left outflow tract with doppler,
1510,left outflow tract with doppler,
1511,left outflow tract with doppler,
1512,left outflow tract with doppler,
1513,left outflow tract with doppler,
1514,left outflow tract with doppler,
1515,left outflow tract with doppler,
1516,left outflow tract with doppler,
1517,left outflow tract with doppler,
1518,left outflow tract with doppler,
1519,,
1520,,
1521,,
1522,,
1523,,
1524,,
1525,,
1526,,
1527,,
1528,,
1529,,
1530,,
1531,,
1532,,
1533,,
1534,,
1535,,
1536,,
1537,,
1538,,
1539,,
1540,,
1541,,
1542,,
1543,,
1544,,
1545,,
1546,,
1547,,
1548,,
1549,,
1550,,
1551,,
1552,,
1553,,
1554,,
1555,,
1556,,
1557,,
1558,,
1559,,
1560,,
1561,,
1562,,
1563,,
1564,,
1565,,
1566,,
1567,,
1568,,
1569,,
1570,,
1571,,
1572,,
1573,,
1574,,
1575,,
1576,,
1577,,
1578,,
1579,,
1580,,
1581,,
1582,,
1583,,
1584,,
1585,,
1586,,
1587,,
1588,,
1589,,
1590,,
1591,,
1592,,
1593,,
1594,,
1595,,
1596,,
1597,,
1598,,
1599,,
1600,,
1601,,
1602,,
1603,,
1604,,
1605,,
1606,,
1607,,
1608,,
1609,,
1610,,
1611,,
1612,,
1613,,
1614,,
1615,,
1616,,
1617,,
1618,,
1619,,
1620,,
1621,,
1622,,
1623,,
1624,,
1625,,
1626,,
1627,,
1628,,
1629,,
1630,,
1631,,
1632,,
1633,,
1634,,
1635,,
1636,,
1637,,
1638,,
1639,,
1640,,
1641,,
1642,,
1643,,
1644,,
1645,,
1646,,
1647,,
1648,,
1649,,
1650,,
1651,,
1652,,
1653,,
1654,,
1655,,
1656,,
1657,,
1658,,
1659,,
1660,,
1661,,
1662,,
1663,,
1664,,
1665,,
1666,,
1667,,
1668,,
1669,,
1670,,
1671,,
1672,,
1673,,
1674,,
1675,,
1676,,
1677,,
1678,,
1679,,
1680,,
1681,,
1682,,
1683,,
1684,,
1685,,
1686,,
1687,,
1688,,
1689,,
1690,,
1691,,
1692,,
1693,,
1694,,
1695,,
1696,,
1697,,
1698,,
1699,,
1700,,
1701,,
1702,,
1703,,
1704,,
1705,,
1706,,
1707,,
1708,,
1709,,
1710,,
1711,,
1712,,
1713,,
1714,,
1715,,
1716,,
1717,,
1718,,
1719,,
1720,,
1721,,
1722,,
1723,,
1724,,
1725,orbit,
1726,orbit,
1727,orbit,
1728,orbit,
1729,orbit,
1730,orbit,
1731,orbit,
1732,orbit,
1733,orbit,
1734,orbit,
1735,orbit,
1736,orbit,
1737,orbit,
1738,orbit,
1739,orbit,
1740,orbit,
1741,orbit,
1742,orbit,
1743,orbit,
1744,orbit,
1745,orbit,
1746,orbit,
1747,orbit,
1748,orbit,
1749,orbit,
1750,orbit,
1751,orbit,
1752,orbit,
1753,orbit,
1754,orbit,
1755,,
1756,,
1757,,
1758,,
1759,,
1760,,
1761,,
1762,,
1763,orbit,
1764,orbit,
1765,orbit,
1766,orbit,
1767,orbit,
1768,orbit,
1769,orbit,
1770,orbit,
1771,orbit,
1772,orbit,
1773,orbit,
1774,orbit,
1775,orbit,
1776,orbit,
1777,orbit,
1778,orbit,
1779,orbit,
1780,orbit,
1781,orbit,
1782,orbit,
1783,orbit,
1784,orbit,
1785,orbit,
1786,orbit,
1787,orbit,
1788,orbit,
1789,orbit,
1790,orbit,
1791,orbit,
1792,orbit,
1793,,
1794,,
1795,,
1796,,
1797,,
1798,,
1799,,
1800,,
1801,,
1802,,
1803,,
1804,,
1805,,
1806,,
1807,,
1808,,
1809,,
1810,,
1811,,
1812,,
1813,,
1814,,
1815,,
1816,,
1817,,
1818,,
1819,,
1820,,
1821,,
1822,,
1823,,
1824,,
1825,,
1826,,
1827,,
1828,,
1829,,
1830,,
1831,,
1832,,
1833,,
1834,,
1835,,
1836,,
1837,,
1838,,
1839,,
1840,,
1841,,
1842,,
1843,,
1844,,
1845,,
1846,,
1847,,
1848,,
1849,,
1850,,
1851,,
1852,,
1853,,
1854,,
1855,,
1856,,
1857,,
1858,,
1859,,
1860,,
1861,,
1862,,
1863,,
1864,,
1865,,
1866,,
1867,,
1868,,
1869,,
1870,,
1871,,
1872,,
1873,,
1874,,
1875,,
1876,,
1877,,
1878,,
1879,,
1880,,
1881,,
1882,,
1883,,
1884,,
1885,,
1886,,
1887,,
1888,,
1889,,
1890,,
1891,,
1892,,
1893,,
1894,,
1895,,
1896,,
1897,,
1898,,
1899,,
1900,,
1901,,
1902,,
1903,,
1904,,
1905,,
1906,,
1907,,
1908,,
1909,,
1910,,
1911,,
1912,,
1913,,
1914,,
1915,,
1916,,
1917,,
1918,,
1919,,
1920,,
1921,,
1922,,
1923,,
1924,,
1925,,
1926,,
1927,,
1928,,
1929,,
1930,,
1931,,
1932,,
1933,,
1934,,
1935,,
1936,,
1937,,
1938,,
1939,,
1940,,
1941,,
1942,,
1943,,
1944,,
1945,,
1946,,
1947,,
1948,,
1949,,
1950,,
1951,,
1952,,
1953,,
1954,,
1955,,
1956,transventricular plane head circumference,
1957,transventricular plane head circumference,
1958,transventricular plane head circumference,
1959,transventricular plane head circumference,
1960,transventricular plane head circumference,
1961,transventricular plane head circumference,
1962,transventricular plane head circumference,
1963,transventricular plane head circumference,
1964,transventricular plane head circumference,
1965,transventricular plane head circumference,
1966,transventricular plane head circumference,
1967,transventricular plane head circumference,
1968,transventricular plane head circumference,
1969,transventricular plane head circumference,
1970,transventricular plane head circumference,
1971,transventricular plane head circumference,
1972,transventricular plane head circumference,
1973,transventricular plane head circumference,
1974,transventricular plane head circumference,
1975,transventricular plane head circumference,
1976,transventricular plane head circumference,
1977,transventricular plane head circumference,
1978,transventricular plane head circumference,
1979,transventricular plane head circumference,
1980,transventricular plane head circumference,
1981,transventricular plane head circumference,
1982,transventricular plane head circumference,
1983,transventricular plane head circumference,
1984,transventricular plane head circumference,
1985,transventricular plane head circumference,
1986,,
1987,,
1988,,
1989,,
1990,,
1991,,
1992,,
1993,,
1994,,
1995,,
1996,,
1997,,
1998,,
1999,,
2000,,
2001,,
2002,,
2003,,
2004,,
2005,,
2006,,
2007,,
2008,,
2009,,
2010,,
2011,,
2012,,
2013,,
2014,,
2015,,
2016,,
2017,,
2018,,
2019,,
2020,,
2021,,
2022,,
2023,,
2024,,
2025,,
2026,,
2027,,
2028,,
2029,,
2030,,
2031,,
2032,,
2033,,
2034,,
2035,,
2036,,
2037,,
2038,,
2039,,
2040,,
2041,,
2042,,
2043,,
2044,,
2045,,
2046,,
2047,,
2048,,
2049,,
2050,,
2051,,
2052,,
2053,,
2054,,
2055,,
2056,,
2057,,
2058,,
2059,,
2060,,
2061,,
2062,,
2063,,
2064,cerebellum,
2065,cerebellum,
2066,cerebellum,
2067,cerebellum,
2068,cerebellum,
2069,cerebellum,
2070,cerebellum,
2071,cerebellum,
2072,cerebellum,
2073,cerebellum,
2074,cerebellum,
2075,cerebellum,
2076,cerebellum,
2077,cerebellum,
2078,cerebellum,
2079,cerebellum,
2080,cerebellum,
2081,cerebellum,
2082,cerebellum,
2083,cerebellum,
2084,cerebellum,
2085,cerebellum,
2086,cerebellum,
2087,cerebellum,
2088,cerebellum,
2089,cerebellum,
2090,cerebellum,
2091,cerebellum,
2092,cerebellum,
2093,cerebellum,
2094,,
2095,,
2096,,
2097,,
2098,,
2099,,
2100,,
2101,,
2102,,
2103,,
2104,,
2105,,
2106,,
2107,,
2108,,
2109,,
2110,,
2111,,
2112,,
2113,,
2114,,
2115,,
2116,,
2117,,
2118,,
2119,,
2120,,
2121,,
2122,,
2123,,
2124,,
2125,,
2126,,
2127,,
2128,,
2129,,
2130,,
2131,,
2132,,
2133,,
2134,,
2135,,
2136,,
2137,,
2138,,
2139,,
2140,,
2141,,
2142,,
2143,,
2144,,
2145,,
2146,,
2147,,
2148,,
2149,,
2150,,
2151,,
2152,,
2153,,
2154,,
2155,,
2156,,
2157,,
2158,,
2159,,
2160,,
2161,,
2162,,
2163,,
2164,,
2165,,
2166,,
2167,,
2168,,
2169,,
2170,,
2171,,
2172,,
2173,,
2174,,
2175,,
2176,,
2177,,
2178,,
2179,,
2180,,
2181,,
2182,,
2183,,
2184,,
2185,,
2186,,
2187,,
2188,,
2189,,
2190,,
2191,,
2192,,
2193,,
2194,,
2195,,
2196,,
2197,,
2198,,
2199,,
2200,,
2201,,
2202,,
2203,,
2204,,
2205,,
2206,,
2207,,
2208,,
2209,,
2210,,
2211,,
2212,,
2213,,
2214,,
2215,,
2216,,
2217,,
2218,,
2219,,
2220,,
2221,,
2222,,
2223,,
2224,,
2225,,
2226,,
2227,,
2228,,
2229,,
2230,,
2231,,
2232,,
2233,,
2234,,
2235,,
2236,,
2237,,
2238,,
2239,,
2240,,
2241,,
2242,,
2243,,
2244,,
2245,,
2246,,
2247,,
2248,,
2249,,
2250,,
2251,,
2252,,
2253,,
2254,,
2255,,
2256,,
2257,,
2258,,
2259,,
2260,,
2261,,
2262,,
2263,,
2264,,
2265,,
2266,,
2267,,
2268,,
2269,,
2270,,
2271,,
2272,,
2273,,
2274,,
2275,,
2276,,
2277,,
2278,,
2279,,
2280,,
2281,,
2282,,
2283,,
2284,,
2285,,
2286,,
2287,,
2288,,
2289,,
2290,,
2291,,
2292,,
2293,,
2294,,
2295,,
2296,,
2297,,
2298,,
2299,,
2300,,
2301,,
2302,,
2303,,
2304,,
2305,,
2306,,
2307,,
2308,,
2309,,
2310,,
2311,,
2312,,
2313,,
2314,,
2315,,
2316,,
2317,,
2318,,
2319,,
2320,,
2321,,
2322,,
2323,,
2324,,
2325,,
2326,,
2327,,
2328,,
2329,,
2330,,
2331,,
2332,,
2333,,
2334,,
2335,,
2336,,
2337,,
2338,,
2339,,
2340,,
2341,,
2342,,
2343,,
2344,,
2345,,
2346,,
2347,,
2348,,
2349,,
2350,,
2351,,
2352,,
2353,,
2354,,
2355,,
2356,,
2357,,
2358,,
2359,,
2360,,
2361,,
2362,,
2363,,
2364,,
2365,,
2366,,
2367,,
2368,,
2369,,
2370,,
2371,,
2372,,
2373,,
2374,,
2375,,
2376,,
2377,,
2378,,
2379,,
2380,,
2381,,
2382,,
2383,,
2384,,
2385,,
2386,,
2387,,
2388,,
2389,,
2390,,
2391,,
2392,,
2393,,
2394,,
2395,,
2396,,
2397,,
2398,,
2399,,
2400,,
2401,,
2402,,
2403,,
2404,,
2405,,
2406,,
2407,,
2408,,
2409,,
2410,,
2411,,
2412,,
2413,,
2414,,
2415,,
2416,,
2417,,
2418,,
2419,,
2420,,
2421,,
2422,,
2423,,
2424,,
2425,,
2426,,
2427,,
2428,,
2429,,
2430,,
2431,,
2432,,
2433,,
2434,,
2435,,
2436,,
2437,,
2438,,
2439,,
2440,,
2441,,
2442,,
2443,,
2444,,
2445,,
2446,,
2447,,
2448,,
2449,,
2450,,
