Index,True Label,Extracted
249,right outflow tract,
250,right outflow tract,
251,right outflow tract,
252,right outflow tract,
253,right outflow tract,
254,right outflow tract,
255,right outflow tract,
256,right outflow tract,
257,right outflow tract,
258,right outflow tract,
259,right outflow tract,
260,right outflow tract,
261,right outflow tract,
262,right outflow tract,
263,right outflow tract,
264,,
265,,
266,,
267,,
268,,
269,,
270,,
271,,
272,,
273,,
274,,
275,,
276,,
277,,
278,,
279,,
280,,
281,,
282,,
283,,
284,,
285,,
286,,
287,,
288,,
289,,
290,,
291,,
292,,
293,,
294,,
295,,
296,,
297,,
298,,
299,,
300,,
301,,
302,,
303,,
304,,
305,,
306,,
307,,
308,,
309,,
310,,
311,,
312,,
313,,
314,,
315,,
316,,
317,,
318,,
319,,
320,,
321,,
322,,
323,,
324,,
325,,
326,,
327,,
328,,
329,,
330,,
331,,
332,,
333,,
334,,
335,,
336,,
337,,
338,,
339,,
340,,
341,,
342,,
343,,
344,,
345,,
346,,
347,,
348,,
349,,
350,,
351,,
352,,
353,,
354,,
355,,
356,,
357,,
358,,
359,,
360,,
361,,
362,,
363,,
364,,
365,,
366,,
367,,
368,,
369,,
370,,
371,,
372,,
373,,
374,,
375,,
376,,
377,,
378,,
379,,
380,,
381,,
382,,
383,,
384,,
385,,
386,,
387,,
388,,
389,,
390,,
391,,
392,,
393,,
394,,
395,,
396,,
397,,
398,,
399,,
400,,
401,,
402,,
403,,
404,,
405,,
406,,
407,,
408,,
409,,
410,,
411,,
412,,
413,,
414,,
415,,
416,,
417,,
418,,
419,,
420,,
421,,
422,,
423,,
424,,
425,,
426,,
427,,
428,,
429,,
430,,
431,,
432,,
433,,
434,,
435,,
436,,
437,,
438,,
439,,
440,,
441,,
442,,
443,,
444,,
445,,
446,,
447,,
448,,
449,,
450,,
451,,
452,,
453,,
454,,
455,,
456,,
457,,
458,,
459,,
460,,
461,,
462,,
463,,
464,,
465,,
466,,
467,,
468,,
469,,
470,,
471,,
472,,
473,,
474,,
475,,
476,,
477,,
478,,
479,,
480,,
481,,
482,,
483,,
484,,
485,,
486,,
487,,
488,,
489,,
490,,
491,,
492,,
493,left outflow tract,
494,left outflow tract,
495,left outflow tract,
496,left outflow tract,
497,left outflow tract,
498,left outflow tract,
499,left outflow tract,
500,left outflow tract,
501,left outflow tract,
502,left outflow tract,
503,left outflow tract,
504,left outflow tract,
505,left outflow tract,
506,left outflow tract,
507,left outflow tract,
508,left outflow tract,
509,left outflow tract,
510,left outflow tract,
511,left outflow tract,
512,left outflow tract,
513,left outflow tract,
514,left outflow tract,
515,left outflow tract,
516,left outflow tract,
517,left outflow tract,
518,left outflow tract,
519,left outflow tract,
520,left outflow tract,
521,left outflow tract,
522,left outflow tract,
523,,
524,,
525,,
526,,
527,,
528,,
529,,
530,,
531,,
532,,
533,,
534,,
535,,
536,,
537,,
538,,
539,,
540,,
541,,
542,,
543,,
544,,
545,,
546,,
547,,
548,,
549,,
550,,
551,,
552,,
553,,
554,,
555,,
556,left outflow tract,
557,left outflow tract,
558,left outflow tract,
559,left outflow tract,
560,left outflow tract,
561,left outflow tract,
562,left outflow tract,
563,left outflow tract,
564,left outflow tract,
565,left outflow tract,
566,left outflow tract,
567,left outflow tract,
568,left outflow tract,
569,left outflow tract,
570,left outflow tract,
571,left outflow tract,
572,left outflow tract,
573,left outflow tract,
574,left outflow tract,
575,left outflow tract,
576,left outflow tract,
577,left outflow tract,
578,left outflow tract,
579,left outflow tract,
580,left outflow tract,
581,left outflow tract,
582,left outflow tract,
583,left outflow tract,
584,left outflow tract,
585,left outflow tract,
586,,
587,,
588,,
589,,
590,,
591,,
592,,
593,,
594,,
595,,
596,,
597,,
598,,
599,,
600,,
601,,
602,,
603,,
604,,
605,,
606,,
607,,
608,,
609,,
610,,
611,,
612,,
613,,
614,,
615,,
616,,
617,,
618,,
619,,
620,,
621,,
622,,
623,,
624,,
625,,
626,,
627,,
628,,
629,,
630,,
631,,
632,,
633,,
634,,
635,,
636,,
637,,
638,,
639,,
640,,
641,,
642,,
643,,
644,,
645,,
646,,
647,,
648,,
649,,
650,,
651,,
652,,
653,,
654,,
655,,
656,,
657,,
658,,
659,,
660,,
661,,
662,,
663,,
664,,
665,,
666,,
667,,
668,,
669,,
670,,
671,,
672,,
673,,
674,,
675,,
676,right diaphragm,
677,right diaphragm,
678,right diaphragm,
679,right diaphragm,
680,right diaphragm,
681,right diaphragm,
682,right diaphragm,
683,right diaphragm,
684,right diaphragm,
685,right diaphragm,
686,right diaphragm,
687,right diaphragm,
688,right diaphragm,
689,right diaphragm,
690,right diaphragm,
691,right diaphragm,
692,right diaphragm,
693,right diaphragm,
694,right diaphragm,
695,diaphragm,
696,diaphragm,
697,diaphragm,
698,diaphragm,
699,diaphragm,
700,diaphragm,
701,diaphragm,
702,diaphragm,
703,diaphragm,
704,diaphragm,
705,diaphragm,
706,left diaphragm,
707,left diaphragm,
708,left diaphragm,
709,left diaphragm,
710,left diaphragm,
711,left diaphragm,
712,left diaphragm,
713,left diaphragm,
714,left diaphragm,
715,left diaphragm,
716,left diaphragm,
717,left diaphragm,
718,left diaphragm,
719,left diaphragm,
720,left diaphragm,
721,left diaphragm,
722,left diaphragm,
723,left diaphragm,
724,left diaphragm,
725,,
726,,
727,,
728,,
729,,
730,,
731,,
732,,
733,,
734,,
735,,
736,,
737,,
738,,
739,,
740,,
741,,
742,,
743,,
744,,
745,,
746,,
747,,
748,,
749,,
750,,
751,,
752,,
753,,
754,,
755,,
756,,
757,,
758,,
759,,
760,,
761,,
762,,
763,,
764,,
765,,
766,,
767,,
768,,
769,,
770,,
771,,
772,,
773,,
774,,
775,,
776,,
777,,
778,,
779,,
780,,
781,,
782,,
783,,
784,,
785,,
786,,
787,,
788,,
789,,
790,,
791,,
792,,
793,,
794,,
795,,
796,,
797,,
798,,
799,,
800,,
801,,
802,,
803,,
804,,
805,,
806,,
807,,
808,,
809,,
810,,
811,,
812,,
813,,
814,,
815,,
816,,
817,,
818,,
819,,
820,,
821,,
822,,
823,,
824,,
825,,
826,,
827,,
828,,
829,,
830,,
831,,
832,,
833,,
834,,
835,,
836,,
837,,
838,,
839,,
840,,
841,,
842,,
843,spine,
844,spine,
845,spine,
846,spine,
847,spine,
848,spine,
849,spine,
850,spine,
851,spine,
852,spine,
853,spine,
854,spine,
855,spine,
856,spine,
857,spine,
858,spine,
859,spine,
860,spine,
861,spine,
862,spine,
863,spine,
864,spine,
865,spine,
866,spine,
867,spine,
868,spine,
869,spine,
870,spine,
871,spine,
872,spine,
873,,
874,,
875,,
876,,
877,,
878,,
879,,
880,,
881,,
882,,
883,,
884,,
885,,
886,,
887,,
888,,
889,,
890,,
891,,
892,,
893,,
894,,
895,,
896,,
897,,
898,,
899,,
900,,
901,,
902,,
903,,
904,,
905,,
906,,
907,,
908,,
909,,
910,,
911,,
912,,
913,,
914,,
915,,
916,,
917,,
918,,
919,,
920,,
921,,
922,,
923,,
924,,
925,,
926,,
927,,
928,,
929,,
930,,
931,,
932,,
933,,
934,,
935,,
936,,
937,,
938,,
939,,
940,,
941,,
942,,
943,,
944,,
945,,
946,,
947,,
948,,
949,,
950,,
951,,
952,,
953,,
954,,
955,,
956,,
957,,
958,,
959,,
960,,
961,,
962,,
963,,
964,,
965,,
966,,
967,,
968,,
969,,
970,,
971,,
972,,
973,,
974,,
975,,
976,,
977,,
978,,
979,,
980,,
981,,
982,,
983,,
984,,
985,,
986,,
987,,
988,,
989,,
990,,
991,,
992,,
993,,
994,,
995,,
996,,
997,,
998,,
999,,
1000,,
1001,,
1002,,
1003,,
1004,,
1005,,
1006,,
1007,,
1008,,
1009,,
1010,,
1011,,
1012,,
1013,,
1014,,
1015,,
1016,,
1017,,
1018,,
1019,,
1020,,
1021,,
1022,,
1023,,
1024,,
1025,,
1026,,
1027,,
1028,,
1029,,
1030,,
1031,,
1032,,
1033,,
1034,,
1035,,
1036,,
1037,,
1038,,
1039,,
1040,,
1041,,
1042,,
1043,,
1044,,
1045,,
1046,,
1047,,
1048,,
1049,,
1050,,
1051,,
1052,,
1053,,
1054,,
1055,,
1056,,
1057,,
1058,,
1059,,
1060,,
1061,,
1062,,
1063,,
1064,,
1065,,
1066,,
1067,,
1068,,
1069,,
1070,,
1071,,
1072,,
1073,,
1074,,
1075,,
1076,,
1077,,
1078,,
1079,,
1080,,
1081,,
1082,,
1083,,
1084,,
1085,,
1086,,
1087,,
1088,,
1089,,
1090,,
1091,,
1092,,
1093,,
1094,,
1095,,
1096,,
1097,,
1098,,
1099,,
1100,,
1101,,
1102,,
1103,,
1104,,
1105,,
1106,,
1107,,
1108,,
1109,,
1110,,
1111,,
1112,,
1113,,
1114,,
1115,,
1116,,
1117,,
1118,,
1119,,
1120,,
1121,,
1122,,
1123,,
1124,,
1125,,
1126,,
1127,,
1128,,
1129,,
1130,,
1131,,
1132,,
1133,,
1134,,
1135,,
1136,,
1137,,
1138,,
1139,,
1140,,
1141,,
1142,,
1143,,
1144,,
1145,,
1146,,
1147,,
1148,,
1149,,
1150,,
1151,,
1152,,
1153,,
1154,,
1155,,
1156,,
1157,,
1158,,
1159,,
1160,,
1161,,
1162,,
1163,,
1164,,
1165,,
1166,,
1167,,
1168,,
1169,,
1170,,
1171,,
1172,,
1173,,
1174,,
1175,,
1176,,
1177,,
1178,,
1179,,
1180,,
1181,,
1182,,
1183,,
1184,,
1185,,
1186,,
1187,,
1188,,
1189,,
1190,,
1191,,
1192,,
1193,,
1194,,
1195,,
1196,,
1197,,
1198,,
1199,,
1200,,
1201,,
1202,,
1203,,
1204,,
1205,,
1206,,
1207,,
1208,,
1209,,
1210,,
1211,,
1212,,
1213,,
1214,,
1215,,
1216,,
1217,,
1218,,
1219,,
1220,,
1221,,
1222,,
1223,4 chambers view,
1224,4 chambers view,
1225,4 chambers view,
1226,4 chambers view,
1227,4 chambers view,
1228,4 chambers view,
1229,4 chambers view,
1230,4 chambers view,
1231,4 chambers view,
1232,4 chambers view,
1233,4 chambers view,
1234,4 chambers view,
1235,4 chambers view,
1236,4 chambers view,
1237,4 chambers view,
1238,4 chambers view,
1239,4 chambers view,
1240,4 chambers view,
1241,4 chambers view,
1242,4 chambers view,
1243,4 chambers view,
1244,4 chambers view,
1245,4 chambers view,
1246,4 chambers view,
1247,4 chambers view,
1248,4 chambers view,
1249,4 chambers view,
1250,4 chambers view,
1251,4 chambers view,
1252,4 chambers view,
1253,,
1254,,
1255,,
1256,,
1257,,
1258,,
1259,,
1260,,
1261,,
1262,,
1263,,
1264,,
1265,,
1266,,
1267,,
1268,,
1269,,
1270,,
1271,,
1272,,
1273,,
1274,,
1275,,
1276,,
1277,,
1278,,
1279,,
1280,,
1281,,
1282,,
1283,,
1284,,
1285,,
1286,,
1287,,
1288,,
1289,,
1290,,
1291,,
1292,,
1293,,
1294,,
1295,,
1296,,
1297,,
1298,,
1299,,
1300,,
1301,,
1302,,
1303,,
1304,,
1305,,
1306,,
1307,,
1308,,
1309,,
1310,,
1311,,
1312,,
1313,,
1314,,
1315,,
1316,,
1317,,
1318,,
1319,,
1320,,
1321,,
1322,,
1323,,
1324,,
1325,,
1326,,
1327,,
1328,,
1329,,
1330,,
1331,,
1332,,
1333,,
1334,,
1335,,
1336,,
1337,,
1338,,
1339,,
1340,,
1341,,
1342,,
1343,,
1344,,
1345,,
1346,,
1347,,
1348,,
1349,,
1350,,
1351,,
1352,,
1353,,
1354,,
1355,,
1356,,
1357,,
1358,,
1359,,
1360,,
1361,,
1362,,
1363,,
1364,,
1365,,
1366,,
1367,,
1368,,
1369,,
1370,,
1371,,
1372,,
1373,,
1374,,
1375,,
1376,,
1377,,
1378,,
1379,,
1380,,
1381,,
1382,,
1383,,
1384,,
1385,,
1386,,
1387,,
1388,,
1389,,
1390,,
1391,,
1392,,
1393,,
1394,,
1395,,
1396,,
1397,,
1398,,
1399,,
1400,,
1401,spine,
1402,spine,
1403,spine,
1404,spine,
1405,spine,
1406,spine,
1407,spine,
1408,spine,
1409,spine,
1410,spine,
1411,spine,
1412,spine,
1413,spine,
1414,spine,
1415,spine,
1416,spine,
1417,spine,
1418,spine,
1419,spine,
1420,spine,
1421,spine,
1422,spine,
1423,spine,
1424,spine,
1425,spine,
1426,spine,
1427,spine,
1428,spine,
1429,spine,
1430,spine,
1431,,
1432,,
1433,,
1434,,
1435,,
1436,,
1437,,
1438,,
1439,,
1440,,
1441,,
1442,kidneys,
1443,kidneys,
1444,kidneys,
1445,kidneys,
1446,kidneys,
1447,kidneys,
1448,kidneys,
1449,kidneys,
1450,kidneys,
1451,kidneys,
1452,kidneys,
1453,kidneys,
1454,kidneys,
1455,kidneys,
1456,kidneys,
1457,kidneys,
1458,kidneys,
1459,kidneys,
1460,kidneys,
1461,kidneys,
1462,kidneys,
1463,kidneys,
1464,kidneys,
1465,kidneys,
1466,kidneys,
1467,kidneys,
1468,kidneys,
1469,kidneys,
1470,kidneys,
1471,kidneys,
1472,,
1473,,
1474,,
1475,,
1476,,
1477,,
1478,,
1479,,
1480,,
1481,,
1482,,
1483,,
1484,,
1485,,
1486,,
1487,,
1488,,
1489,,
1490,,
1491,,
1492,,
1493,,
1494,,
1495,,
1496,,
1497,,
1498,,
1499,,
1500,,
1501,,
1502,,
1503,,
1504,,
1505,,
1506,,
1507,,
1508,,
1509,,
1510,,
1511,,
1512,,
1513,,
1514,,
1515,,
1516,,
1517,,
1518,,
1519,,
1520,,
1521,,
1522,,
1523,,
1524,,
1525,,
1526,,
1527,,
1528,,
1529,,
1530,,
1531,,
1532,,
1533,,
1534,,
1535,,
1536,,
1537,,
1538,,
1539,,
1540,,
1541,,
1542,,
1543,,
1544,,
1545,,
1546,,
1547,,
1548,,
1549,,
1550,,
1551,,
1552,,
1553,,
1554,,
1555,,
1556,,
1557,,
1558,,
1559,,
1560,,
1561,,
1562,,
1563,,
1564,,
1565,,
1566,,
1567,,
1568,,
1569,,
1570,,
1571,,
1572,,
1573,,
1574,,
1575,,
1576,,
1577,,
1578,,
1579,,
1580,,
1581,,
1582,,
1583,,
1584,,
1585,,
1586,,
1587,,
1588,,
1589,,
1590,,
1591,,
1592,,
1593,,
1594,,
1595,,
1596,,
1597,,
1598,,
1599,,
1600,,
1601,,
1602,,
1603,,
1604,,
1605,,
1606,,
1607,,
1608,,
1609,,
1610,,
1611,,
1612,,
1613,,
1614,,
1615,,
1616,,
1617,,
1618,,
1619,,
1620,,
1621,,
1622,,
1623,,
1624,,
1625,transventricular plane head circumference,
1626,transventricular plane head circumference,
1627,transventricular plane head circumference,
1628,transventricular plane head circumference,
1629,transventricular plane head circumference,
1630,transventricular plane head circumference,
1631,transventricular plane head circumference,
1632,transventricular plane head circumference,
1633,transventricular plane head circumference,
1634,transventricular plane head circumference,
1635,transventricular plane head circumference,
1636,transventricular plane head circumference,
1637,transventricular plane head circumference,
1638,transventricular plane head circumference,
1639,transventricular plane head circumference,
1640,transventricular plane head circumference,
1641,transventricular plane head circumference,
1642,transventricular plane head circumference,
1643,transventricular plane head circumference,
1644,transventricular plane head circumference,
1645,transventricular plane head circumference,
1646,transventricular plane head circumference,
1647,transventricular plane head circumference,
1648,transventricular plane head circumference,
1649,transventricular plane head circumference,
1650,transventricular plane head circumference,
1651,transventricular plane head circumference,
1652,transventricular plane head circumference,
1653,transventricular plane head circumference,
1654,transventricular plane head circumference,
1655,,
1656,,
1657,,
1658,,
1659,,
1660,,
1661,,
1662,,
1663,,
1664,,
1665,,
1666,,
1667,,
1668,,
1669,,
1670,,
1671,,
1672,,
1673,,
1674,,
1675,,
1676,,
1677,,
1678,,
1679,,
1680,,
1681,,
1682,,
1683,,
1684,,
1685,,
1686,,
1687,,
1688,,
1689,,
1690,,
1691,,
1692,,
1693,,
1694,,
1695,,
1696,,
1697,,
1698,,
1699,,
1700,,
1701,,
1702,,
1703,,
1704,,
1705,,
1706,,
1707,,
1708,,
1709,,
1710,,
1711,,
1712,,
1713,,
1714,,
1715,,
1716,,
1717,,
1718,,
1719,,
1720,,
1721,,
1722,,
1723,,
1724,,
1725,,
1726,,
1727,,
1728,,
1729,,
1730,,
1731,,
1732,,
1733,,
1734,,
1735,,
1736,,
1737,,
1738,,
1739,,
1740,,
1741,,
1742,,
1743,,
1744,,
1745,,
1746,,
1747,,
1748,,
1749,,
1750,,
1751,,
1752,,
1753,,
1754,,
1755,,
1756,,
1757,,
1758,,
1759,,
1760,,
1761,,
1762,,
1763,,
1764,,
1765,,
1766,,
1767,,
1768,,
1769,,
1770,,
1771,,
1772,,
1773,,
1774,,
1775,,
1776,,
1777,,
1778,,
1779,,
1780,,
1781,,
1782,,
1783,,
1784,,
1785,,
1786,,
1787,,
1788,,
1789,,
1790,,
1791,,
1792,,
1793,,
1794,,
1795,,
1796,,
1797,,
1798,,
1799,,
1800,,
1801,,
1802,,
1803,,
1804,,
1805,,
1806,,
1807,,
1808,,
1809,,
1810,,
1811,,
1812,,
1813,,
1814,,
1815,,
1816,,
1817,,
1818,,
1819,,
1820,,
1821,,
1822,,
1823,,
1824,,
1825,,
1826,,
1827,,
1828,,
1829,,
1830,,
1831,,
1832,,
1833,,
1834,,
1835,,
1836,,
1837,,
1838,,
1839,,
1840,,
1841,,
1842,,
1843,,
1844,,
1845,,
1846,,
1847,,
1848,,
1849,,
1850,,
1851,,
1852,,
1853,,
1854,,
1855,,
1856,,
1857,,
1858,,
1859,,
1860,,
1861,,
1862,,
1863,,
1864,,
1865,,
1866,,
1867,,
1868,,
1869,,
1870,,
1871,,
1872,,
1873,,
1874,,
1875,,
1876,,
1877,,
1878,,
1879,,
1880,,
1881,,
1882,,
1883,,
1884,,
1885,,
1886,,
1887,,
1888,,
1889,,
1890,,
1891,,
1892,,
1893,,
1894,,
1895,,
1896,cerebellum,
1897,cerebellum,
1898,cerebellum,
1899,cerebellum,
1900,cerebellum,
1901,cerebellum,
1902,cerebellum,
1903,cerebellum,
1904,cerebellum,
1905,cerebellum,
1906,cerebellum,
1907,cerebellum,
1908,cerebellum,
1909,cerebellum,
1910,cerebellum,
1911,cerebellum,
1912,cerebellum,
1913,cerebellum,
1914,cerebellum,
1915,cerebellum,
1916,cerebellum,
1917,cerebellum,
1918,cerebellum,
1919,cerebellum,
1920,cerebellum,
1921,cerebellum,
1922,cerebellum,
1923,cerebellum,
1924,cerebellum,
1925,cerebellum,
1926,,
1927,,
1928,,
1929,,
1930,,
1931,,
1932,,
1933,,
1934,,
1935,,
1936,,
1937,,
1938,,
1939,,
1940,,
1941,,
1942,,
1943,,
1944,,
1945,,
1946,,
1947,,
1948,,
1949,,
1950,,
1951,,
1952,,
1953,,
1954,,
1955,,
1956,,
1957,,
1958,,
1959,,
1960,,
1961,,
1962,,
1963,,
1964,,
1965,,
1966,,
1967,,
1968,,
1969,,
1970,,
1971,,
1972,,
1973,,
1974,,
1975,,
1976,,
1977,,
1978,,
1979,,
1980,,
1981,,
1982,,
1983,,
1984,,
1985,,
1986,,
1987,,
1988,,
1989,,
1990,,
1991,,
1992,,
1993,,
1994,,
1995,,
1996,,
1997,,
1998,,
1999,,
2000,,
2001,,
2002,,
2003,,
2004,,
2005,,
2006,,
2007,,
2008,,
2009,,
2010,,
2011,,
2012,,
2013,,
2014,,
2015,,
2016,,
2017,,
2018,,
2019,,
2020,,
2021,,
2022,,
2023,,
2024,,
2025,,
2026,,
2027,,
2028,,
2029,,
2030,,
2031,,
2032,,
2033,,
2034,,
2035,,
2036,,
2037,,
2038,,
2039,,
2040,,
2041,,
2042,,
2043,,
2044,,
2045,,
2046,,
2047,,
2048,,
2049,,
2050,,
2051,,
2052,,
2053,,
2054,,
2055,,
2056,,
2057,,
2058,,
2059,,
2060,,
2061,,
2062,,
2063,,
2064,,
2065,,
2066,,
2067,,
2068,,
2069,,
2070,,
2071,,
2072,,
2073,,
2074,,
2075,,
2076,,
2077,,
2078,,
2079,,
2080,,
2081,,
2082,,
2083,,
2084,,
2085,,
2086,spine,
2087,spine,
2088,spine,
2089,spine,
2090,spine,
2091,spine,
2092,spine,
2093,,
2094,,
2095,spine,
2096,spine,
2097,spine,
2098,spine,
2099,spine,
2100,spine,
2101,spine,
2102,spine,
2103,spine,
2104,spine,
2105,spine,
2106,spine,
2107,spine,
2108,spine,
2109,spine,
2110,spine,
2111,spine,
2112,spine,
2113,spine,
2114,spine,
2115,,
2116,,
2117,,
2118,,
2119,,
2120,,
2121,,
2122,,
2123,,
2124,,
2125,,
2126,,
2127,,
2128,,
2129,,
2130,,
2131,,
2132,,
2133,,
2134,,
2135,,
2136,,
2137,,
2138,,
2139,,
2140,,
2141,,
2142,,
2143,,
2144,,
2145,,
2146,,
2147,,
2148,,
2149,,
2150,,
2151,,
2152,,
2153,,
2154,,
2155,,
2156,,
2157,,
2158,,
2159,,
2160,left diaphragm,
2161,left diaphragm,
2162,left diaphragm,
2163,left diaphragm,
2164,left diaphragm,
2165,left diaphragm,
2166,left diaphragm,
2167,left diaphragm,
2168,left diaphragm,
2169,left diaphragm,
2170,left diaphragm,
2171,left diaphragm,
2172,left diaphragm,
2173,left diaphragm,
2174,left diaphragm,
2175,left diaphragm,
2176,left diaphragm,
2177,left diaphragm,
2178,left diaphragm,
2179,left diaphragm,
2180,left diaphragm,
2181,left diaphragm,
2182,left diaphragm,
2183,left diaphragm,
2184,left diaphragm,
2185,left diaphragm,
2186,left diaphragm,
2187,left diaphragm,
2188,left diaphragm,
2189,left diaphragm,
2190,,
2191,,
2192,,
2193,,
2194,,
2195,,
2196,,
2197,,
2198,,
2199,,
2200,,
2201,,
2202,,
2203,,
2204,,
2205,,
2206,,
2207,,
2208,,
2209,,
2210,,
2211,,
2212,,
2213,,
2214,,
2215,,
2216,,
2217,,
2218,,
2219,,
2220,,
2221,,
2222,,
2223,,
2224,,
2225,,
2226,,
2227,,
2228,,
2229,,
2230,,
2231,,
2232,,
2233,,
2234,,
2235,,
2236,,
2237,,
2238,,
2239,,
2240,,
2241,,
2242,,
2243,,
2244,,
2245,,
2246,,
2247,,
2248,,
2249,,
2250,,
2251,,
2252,,
2253,,
2254,,
2255,,
2256,,
2257,,
2258,,
2259,,
2260,,
2261,,
2262,,
2263,,
2264,,
2265,,
2266,,
2267,,
2268,,
2269,,
2270,,
2271,,
2272,,
2273,,
2274,,
2275,,
2276,,
2277,,
2278,,
2279,,
2280,,
2281,,
2282,,
2283,,
2284,,
2285,,
2286,,
2287,,
2288,,
2289,,
2290,,
2291,,
2292,,
2293,,
2294,,
2295,,
2296,,
2297,,
2298,,
2299,,
2300,,
2301,,
2302,,
2303,,
2304,,
2305,,
2306,,
2307,,
2308,,
2309,,
2310,,
2311,,
2312,,
2313,,
2314,kidneys transversal view,
2315,kidneys transversal view,
2316,kidneys transversal view,
2317,kidneys transversal view,
2318,kidneys transversal view,
2319,kidneys transversal view,
2320,kidneys transversal view,
2321,kidneys transversal view,
2322,kidneys transversal view,
2323,kidneys transversal view,
2324,kidneys transversal view,
2325,kidneys transversal view,
2326,kidneys transversal view,
2327,kidneys transversal view,
2328,kidneys transversal view,
2329,kidneys transversal view,
2330,kidneys transversal view,
2331,kidneys transversal view,
2332,kidneys transversal view,
2333,kidneys transversal view,
2334,kidneys transversal view,
2335,kidneys transversal view,
2336,kidneys transversal view,
2337,kidneys transversal view,
2338,kidneys transversal view,
2339,kidneys transversal view,
2340,kidneys transversal view,
2341,kidneys transversal view,
2342,kidneys transversal view,
2343,kidneys transversal view,
2344,,
2345,,
2346,,
2347,,
2348,,
2349,,
2350,,
2351,,
2352,,
2353,,
2354,,
2355,,
2356,,
2357,,
2358,,
2359,,
2360,,
2361,,
2362,,
2363,,
2364,,
2365,,
2366,,
2367,,
2368,,
2369,,
2370,,
2371,,
2372,,
2373,,
2374,,
2375,,
2376,,
2377,,
2378,,
2379,,
2380,,
2381,,
2382,,
2383,,
2384,,
2385,,
2386,,
2387,,
2388,,
2389,,
2390,,
2391,,
2392,,
2393,,
2394,,
2395,,
2396,,
2397,,
2398,,
2399,kidneys,
2400,kidneys,
2401,kidneys,
2402,kidneys,
2403,kidneys,
2404,kidneys,
2405,kidneys,
2406,kidneys,
2407,kidneys,
2408,kidneys,
2409,kidneys,
2410,kidneys,
2411,kidneys,
2412,kidneys,
2413,kidneys,
2414,kidneys,
2415,kidneys,
2416,kidneys,
2417,kidneys,
2418,kidneys,
2419,kidneys,
2420,kidneys,
2421,kidneys,
2422,kidneys,
2423,kidneys,
2424,kidneys,
2425,kidneys,
2426,kidneys,
2427,kidneys,
2428,kidneys,
2429,,
2430,,
2431,,
2432,,
2433,,
2434,,
2435,,
2436,,
2437,,
2438,,
2439,,
2440,,
2441,,
2442,,
2443,,
2444,,
2445,,
2446,,
2447,,
2448,,
2449,,
2450,,
2451,,
2452,,
2453,,
2454,,
2455,,
2456,,
2457,,
2458,,
2459,,
2460,,
2461,,
2462,,
2463,,
2464,,
2465,,
2466,,
2467,,
2468,,
2469,,
